2026-06-16 06:00:00 | Battery  | INFO     | Charge current: 23.4A
2026-06-16 16:12:34 | Inverter | INFO     | Grid frequency: 49.95 Hz
2026-06-16 16:13:12 | Battery  | INFO     | Voltage measured: 452.6V
2026-06-16 16:14:03 | Thermal  | INFO     | Fan speed: 1754 RPM
2026-06-16 16:14:53 | Thermal  | INFO     | Temperature reading: 39.0°C
2026-06-16 16:15:40 | Thermal  | INFO     | Coolant loop flow: 8.62 L/min
2026-06-16 16:16:10 | Battery  | INFO     | Charge current: 94.5A
2026-06-16 16:16:52 | Thermal  | INFO     | Fan speed: 2316 RPM
2026-06-16 16:17:36 | Thermal  | INFO     | Temperature reading: 35.9°C
2026-06-16 16:18:24 | Inverter | INFO     | Grid frequency: 50.00 Hz
2026-06-16 16:19:13 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-16 16:19:57 | Thermal  | INFO     | Coolant loop flow: 10.61 L/min
2026-06-16 16:20:40 | Thermal  | INFO     | Temperature reading: 21.8°C
2026-06-16 16:21:30 | Thermal  | INFO     | Coolant loop flow: 9.74 L/min
2026-06-16 16:22:03 | Inverter | INFO     | AC output: 193.2 kW
2026-06-16 16:22:51 | Battery  | INFO     | Voltage measured: 411.4V
2026-06-16 16:23:20 | Battery  | INFO     | SOC reading: 47.0%
2026-06-16 16:23:50 | Battery  | INFO     | Voltage measured: 414.6V
2026-06-16 16:24:22 | Inverter | INFO     | Grid frequency: 50.00 Hz
2026-06-16 16:25:05 | Battery  | INFO     | Voltage measured: 410.2V
2026-06-16 16:25:49 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-16 16:26:37 | Battery  | INFO     | Charge current: 36.6A
2026-06-16 16:27:27 | Battery  | INFO     | SOC reading: 62.6%
2026-06-16 16:28:05 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-16 16:28:46 | Thermal  | INFO     | Temperature reading: 24.0°C
2026-06-16 16:29:35 | Battery  | INFO     | SOC reading: 92.5%
2026-06-16 16:30:27 | Battery  | INFO     | Discharge current: 28.4A
2026-06-16 16:31:17 | Battery  | INFO     | Voltage measured: 417.7V
2026-06-16 16:31:51 | Battery  | INFO     | SOC reading: 86.5%
2026-06-16 16:32:28 | Battery  | INFO     | Voltage measured: 439.2V
2026-06-16 16:33:10 | BMS      | INFO     | Max cell voltage diff: 0.02V
2026-06-16 16:33:52 | Battery  | INFO     | Discharge current: 42.3A
2026-06-16 16:34:25 | Inverter | INFO     | AC output: 47.2 kW
2026-06-16 16:35:07 | Site     | INFO     | Heartbeat OK
2026-06-16 16:35:59 | Battery  | INFO     | Discharge current: 76.5A
2026-06-16 16:36:37 | Site     | INFO     | Heartbeat OK
2026-06-16 16:37:23 | Battery  | INFO     | Voltage measured: 435.6V
2026-06-16 16:38:04 | Battery  | INFO     | Discharge current: 79.8A
2026-06-16 16:38:42 | Battery  | INFO     | SOC reading: 88.2%
2026-06-16 16:39:30 | Battery  | INFO     | Voltage measured: 433.6V
2026-06-16 16:40:21 | Inverter | INFO     | Grid frequency: 49.98 Hz
2026-06-16 16:40:56 | Battery  | INFO     | SOC reading: 75.8%
2026-06-16 16:41:24 | Thermal  | INFO     | Temperature reading: 36.1°C
2026-06-16 16:42:01 | Battery  | INFO     | Charge current: 95.6A
2026-06-16 16:42:45 | Thermal  | INFO     | Coolant loop flow: 11.21 L/min
2026-06-16 16:43:18 | Battery  | INFO     | SOC reading: 73.8%
2026-06-16 16:43:55 | Thermal  | INFO     | Temperature reading: 26.9°C
2026-06-16 16:44:28 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-16 16:45:03 | Battery  | INFO     | Charge current: 59.1A
2026-06-16 16:45:42 | Thermal  | INFO     | Coolant loop flow: 8.51 L/min
2026-06-16 16:46:11 | Battery  | INFO     | SOC reading: 62.8%
2026-06-16 16:46:59 | Thermal  | INFO     | Fan speed: 2345 RPM
2026-06-16 16:47:39 | Thermal  | INFO     | Fan speed: 2835 RPM
2026-06-16 16:48:13 | Battery  | INFO     | Discharge current: 54.5A
2026-06-16 16:48:46 | Site     | INFO     | Heartbeat OK
2026-06-16 16:49:33 | Inverter | INFO     | AC output: 52.7 kW
2026-06-16 16:50:23 | Battery  | INFO     | Voltage measured: 403.7V
2026-06-16 16:51:11 | BMS      | INFO     | Max cell voltage diff: 0.01V
2026-06-16 16:51:40 | Thermal  | INFO     | Coolant loop flow: 9.42 L/min
2026-06-16 16:52:14 | Thermal  | INFO     | Temperature reading: 21.1°C
2026-06-16 16:53:01 | Thermal  | INFO     | Coolant loop flow: 10.65 L/min
2026-06-16 16:53:42 | Battery  | INFO     | SOC reading: 27.2%
2026-06-16 16:54:11 | Inverter | INFO     | AC output: 106.6 kW
2026-06-16 16:54:49 | Battery  | INFO     | SOC reading: 22.6%
2026-06-16 16:55:22 | Thermal  | INFO     | Fan speed: 1236 RPM
2026-06-16 16:56:02 | Battery  | INFO     | Voltage measured: 422.9V
2026-06-16 16:56:48 | Inverter | INFO     | Grid frequency: 50.01 Hz
2026-06-16 16:57:31 | Battery  | INFO     | SOC reading: 45.3%
2026-06-16 16:58:13 | Battery  | INFO     | Discharge current: 57.6A
2026-06-16 16:59:01 | Thermal  | INFO     | Coolant loop flow: 11.40 L/min
2026-06-16 16:59:48 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-16 17:00:17 | Thermal  | INFO     | Temperature reading: 27.0°C
2026-06-16 17:01:06 | Battery  | INFO     | Voltage measured: 431.0V
2026-06-16 17:01:45 | Battery  | INFO     | Discharge current: 67.6A
2026-06-16 17:02:22 | Thermal  | INFO     | Coolant loop flow: 9.62 L/min
2026-06-16 17:03:10 | Battery  | INFO     | SOC reading: 35.6%
2026-06-16 17:03:59 | Thermal  | INFO     | Temperature reading: 33.4°C
2026-06-16 17:04:31 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-16 17:05:17 | BMS      | INFO     | Max cell voltage diff: 0.02V
2026-06-16 17:05:52 | Inverter | INFO     | AC output: 102.6 kW
2026-06-16 17:06:23 | Battery  | INFO     | Voltage measured: 456.0V
2026-06-16 17:06:57 | Inverter | INFO     | AC output: 57.7 kW
2026-06-16 17:07:33 | Inverter | INFO     | Grid frequency: 49.97 Hz
2026-06-16 17:08:22 | Battery  | INFO     | Voltage measured: 425.8V
2026-06-16 17:09:07 | Battery  | INFO     | Discharge current: 58.2A
2026-06-16 17:09:57 | Battery  | INFO     | SOC reading: 58.9%
2026-06-16 17:10:43 | Inverter | INFO     | AC output: 174.5 kW
2026-06-16 17:11:32 | Battery  | INFO     | SOC reading: 53.6%
2026-06-16 17:12:16 | Inverter | INFO     | AC output: 152.9 kW
2026-06-16 17:13:08 | BMS      | INFO     | Max cell voltage diff: 0.04V
2026-06-16 17:13:59 | Inverter | INFO     | AC output: 112.7 kW
2026-06-16 17:14:48 | Battery  | INFO     | Charge current: 25.2A
2026-06-16 17:15:22 | Inverter | INFO     | AC output: 162.4 kW
2026-06-16 17:15:54 | Battery  | INFO     | Charge current: 65.1A
2026-06-16 17:16:34 | Battery  | INFO     | Voltage measured: 418.5V
2026-06-16 17:17:02 | Thermal  | INFO     | Temperature reading: 38.2°C
2026-06-16 17:17:44 | Battery  | INFO     | Voltage measured: 439.6V
2026-06-16 17:18:25 | Thermal  | INFO     | Fan speed: 1079 RPM
2026-06-16 17:19:12 | Site     | INFO     | Heartbeat OK
2026-06-16 17:19:46 | Inverter | INFO     | AC output: 185.0 kW
2026-06-16 17:20:25 | Battery  | INFO     | SOC reading: 75.7%
2026-06-16 17:21:03 | Thermal  | INFO     | Coolant loop flow: 10.44 L/min
2026-06-16 17:21:31 | Thermal  | INFO     | Coolant loop flow: 7.99 L/min
2026-06-16 17:22:10 | Inverter | INFO     | AC output: 122.9 kW
2026-06-16 17:22:49 | Thermal  | INFO     | Temperature reading: 21.8°C
2026-06-16 17:23:36 | Battery  | INFO     | Charge current: 41.7A
2026-06-16 17:24:14 | Thermal  | INFO     | Coolant loop flow: 7.95 L/min
2026-06-16 17:25:03 | Battery  | INFO     | Voltage measured: 417.3V
2026-06-16 17:25:53 | Battery  | INFO     | Discharge current: 84.6A
2026-06-16 17:26:39 | Battery  | INFO     | Discharge current: 80.4A
2026-06-16 17:27:22 | Battery  | INFO     | SOC reading: 79.6%
2026-06-16 17:27:55 | Battery  | INFO     | SOC reading: 89.0%
2026-06-16 17:28:44 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-16 17:29:30 | Thermal  | INFO     | Coolant loop flow: 9.65 L/min
2026-06-16 17:30:20 | Thermal  | INFO     | Temperature reading: 25.8°C
2026-06-16 17:31:02 | Battery  | INFO     | SOC reading: 46.7%
2026-06-16 17:31:34 | Battery  | INFO     | Discharge current: 53.1A
2026-06-16 17:32:03 | Thermal  | INFO     | Coolant loop flow: 7.64 L/min
2026-06-16 17:32:36 | Inverter | INFO     | Grid frequency: 50.01 Hz
2026-06-16 17:33:23 | Battery  | INFO     | Charge current: 52.3A
2026-06-16 17:33:56 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-16 17:34:31 | Thermal  | INFO     | Coolant loop flow: 9.94 L/min
2026-06-16 17:35:01 | Battery  | INFO     | Charge current: 57.0A
2026-06-16 17:35:38 | Thermal  | INFO     | Fan speed: 2106 RPM
2026-06-16 17:36:25 | Battery  | INFO     | SOC reading: 34.2%
2026-06-16 17:37:04 | Thermal  | INFO     | Temperature reading: 27.0°C
2026-06-16 17:37:46 | Battery  | INFO     | Charge current: 41.5A
2026-06-16 17:38:14 | Battery  | INFO     | Charge current: 53.0A
2026-06-16 17:38:49 | Battery  | INFO     | SOC reading: 55.1%
2026-06-16 17:39:36 | Battery  | INFO     | SOC reading: 32.5%
2026-06-16 17:40:25 | Battery  | INFO     | SOC reading: 49.7%
2026-06-16 17:40:55 | Inverter | INFO     | AC output: 81.4 kW
2026-06-16 17:41:41 | Inverter | INFO     | AC output: 132.3 kW
2026-06-16 17:42:13 | Site     | INFO     | Heartbeat OK
2026-06-16 17:42:42 | Thermal  | INFO     | Fan speed: 2748 RPM
2026-06-16 17:43:34 | Battery  | INFO     | SOC reading: 36.3%
2026-06-16 17:44:15 | Inverter | INFO     | Grid frequency: 50.01 Hz
2026-06-16 17:44:54 | Thermal  | INFO     | Temperature reading: 35.3°C
2026-06-16 17:45:29 | Thermal  | INFO     | Coolant loop flow: 11.25 L/min
2026-06-16 17:46:18 | Battery  | INFO     | SOC reading: 91.3%
2026-06-16 17:46:56 | Thermal  | INFO     | Temperature reading: 30.2°C
2026-06-16 17:47:44 | Battery  | INFO     | Voltage measured: 450.0V
2026-06-16 17:48:34 | Battery  | INFO     | Discharge current: 15.4A
2026-06-16 17:49:12 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-16 17:49:55 | Inverter | INFO     | AC output: 181.3 kW
2026-06-16 17:50:30 | Site     | INFO     | Heartbeat OK
2026-06-16 17:51:02 | Battery  | INFO     | SOC reading: 22.5%
2026-06-16 17:51:51 | Battery  | INFO     | Discharge current: 49.7A
2026-06-16 17:52:37 | Thermal  | INFO     | Temperature reading: 37.7°C
2026-06-16 17:53:23 | Battery  | INFO     | SOC reading: 43.7%
2026-06-16 17:54:00 | Battery  | INFO     | Voltage measured: 431.0V
2026-06-16 17:54:49 | Thermal  | INFO     | Fan speed: 1597 RPM
2026-06-16 17:55:19 | Thermal  | INFO     | Fan speed: 2094 RPM
2026-06-16 17:55:49 | Inverter | INFO     | AC output: 88.1 kW
2026-06-16 17:56:28 | Site     | INFO     | Heartbeat OK
2026-06-16 17:57:07 | BMS      | INFO     | Max cell voltage diff: 0.04V
2026-06-16 17:57:58 | Thermal  | INFO     | Coolant loop flow: 7.77 L/min
2026-06-16 17:58:41 | Battery  | INFO     | Charge current: 25.6A
2026-06-16 17:59:17 | Inverter | INFO     | AC output: 159.8 kW
2026-06-16 18:00:05 | Battery  | INFO     | Voltage measured: 439.4V
2026-06-16 18:00:39 | Battery  | INFO     | SOC reading: 54.3%
2026-06-16 18:01:26 | Battery  | INFO     | Voltage measured: 426.6V
2026-06-16 18:01:57 | Battery  | INFO     | Voltage measured: 441.2V
2026-06-16 18:02:29 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-16 18:03:15 | Battery  | INFO     | Charge current: 22.2A
2026-06-16 18:03:49 | Battery  | INFO     | Voltage measured: 435.5V
2026-06-16 18:04:17 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-16 18:04:51 | Battery  | INFO     | Charge current: 87.2A
2026-06-16 18:05:19 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-16 18:06:08 | Thermal  | INFO     | Coolant loop flow: 8.20 L/min
2026-06-16 18:06:49 | Thermal  | INFO     | Temperature reading: 22.6°C
2026-06-16 18:07:36 | Battery  | INFO     | Charge current: 54.0A
2026-06-16 18:08:23 | Battery  | INFO     | Charge current: 93.7A
2026-06-16 18:08:51 | Battery  | INFO     | SOC reading: 44.8%
2026-06-16 18:09:39 | Site     | INFO     | Heartbeat OK
2026-06-16 18:10:08 | Battery  | INFO     | Discharge current: 73.2A
2026-06-16 18:10:46 | Battery  | INFO     | SOC reading: 23.3%
2026-06-16 18:11:20 | Battery  | INFO     | SOC reading: 77.2%
2026-06-16 18:11:50 | Battery  | INFO     | Charge current: 42.2A
2026-06-16 18:12:29 | Inverter | INFO     | AC output: 133.0 kW
2026-06-16 18:13:14 | Battery  | INFO     | SOC reading: 92.7%
2026-06-16 18:14:00 | Battery  | INFO     | Charge current: 76.0A
2026-06-16 18:14:36 | Thermal  | INFO     | Coolant loop flow: 9.41 L/min
2026-06-16 18:15:05 | Thermal  | INFO     | Temperature reading: 26.6°C
2026-06-16 18:15:57 | Inverter | INFO     | AC output: 151.6 kW
2026-06-16 18:16:42 | Battery  | INFO     | Voltage measured: 428.0V
2026-06-16 18:17:18 | Battery  | INFO     | SOC reading: 22.7%
2026-06-16 18:18:01 | Battery  | INFO     | SOC reading: 80.3%
2026-06-16 18:18:40 | Battery  | INFO     | SOC reading: 67.3%
2026-06-16 18:19:20 | Thermal  | INFO     | Temperature reading: 22.6°C
2026-06-16 18:19:48 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-16 18:20:33 | Inverter | INFO     | AC output: 127.7 kW
2026-06-16 18:21:06 | Battery  | INFO     | Voltage measured: 433.2V
2026-06-16 18:21:57 | Battery  | INFO     | SOC reading: 34.8%
2026-06-16 18:22:48 | Thermal  | INFO     | Coolant loop flow: 10.62 L/min
2026-06-16 18:23:32 | Battery  | INFO     | SOC reading: 78.0%
2026-06-16 18:24:07 | Battery  | INFO     | Discharge current: 86.5A
2026-06-16 18:24:41 | Inverter | INFO     | Grid frequency: 49.98 Hz
2026-06-16 18:25:21 | Battery  | INFO     | Discharge current: 38.8A
2026-06-16 18:25:49 | Battery  | INFO     | SOC reading: 74.8%
2026-06-16 18:26:19 | Thermal  | INFO     | Coolant loop flow: 11.15 L/min
2026-06-16 18:27:08 | Thermal  | INFO     | Coolant loop flow: 7.74 L/min
2026-06-16 18:27:54 | Battery  | INFO     | Charge current: 90.7A
2026-06-16 18:28:34 | BMS      | INFO     | Max cell voltage diff: 0.04V
2026-06-16 18:29:09 | Battery  | INFO     | SOC reading: 23.5%
2026-06-16 18:29:59 | Battery  | INFO     | Discharge current: 30.6A
2026-06-16 18:30:33 | Battery  | INFO     | Charge current: 47.9A
2026-06-16 18:31:09 | Battery  | INFO     | Voltage measured: 457.6V
2026-06-16 18:31:43 | Site     | INFO     | Heartbeat OK
2026-06-16 18:32:16 | Battery  | INFO     | Discharge current: 93.1A
2026-06-16 18:33:08 | Battery  | INFO     | Voltage measured: 442.3V
2026-06-16 18:33:45 | Battery  | INFO     | Voltage measured: 415.9V
2026-06-16 18:34:28 | Thermal  | INFO     | Coolant loop flow: 8.50 L/min
2026-06-16 18:35:06 | Inverter | INFO     | Grid frequency: 50.01 Hz
2026-06-16 18:35:48 | Battery  | INFO     | Voltage measured: 398.3V
2026-06-16 18:36:22 | Thermal  | INFO     | Coolant loop flow: 10.44 L/min
2026-06-16 18:36:51 | Thermal  | INFO     | Temperature reading: 36.5°C
2026-06-16 18:37:24 | Battery  | INFO     | Discharge current: 22.4A
2026-06-16 18:38:01 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-16 18:38:33 | BMS      | INFO     | Max cell voltage diff: 0.01V
2026-06-16 18:39:10 | Battery  | INFO     | SOC reading: 75.0%
2026-06-16 18:39:41 | Thermal  | INFO     | Temperature reading: 29.4°C
2026-06-16 18:40:21 | Battery  | INFO     | SOC reading: 46.4%
2026-06-16 18:41:10 | Thermal  | INFO     | Temperature reading: 36.9°C
2026-06-16 18:41:39 | Inverter | INFO     | AC output: 71.8 kW
2026-06-16 18:42:27 | Inverter | INFO     | Grid frequency: 49.95 Hz
2026-06-16 18:43:11 | Inverter | INFO     | AC output: 130.8 kW
2026-06-16 18:44:01 | Battery  | INFO     | SOC reading: 23.4%
2026-06-16 18:44:39 | Battery  | INFO     | SOC reading: 29.9%
2026-06-16 18:45:22 | BMS      | INFO     | Max cell voltage diff: 0.03V
2026-06-16 18:45:50 | Battery  | INFO     | SOC reading: 71.3%
2026-06-16 18:46:22 | Inverter | INFO     | Grid frequency: 50.00 Hz
2026-06-16 18:46:53 | Inverter | INFO     | AC output: 172.7 kW
2026-06-16 18:47:23 | Battery  | INFO     | Charge current: 29.1A
2026-06-16 18:47:58 | Thermal  | INFO     | Temperature reading: 25.9°C
2026-06-16 18:48:31 | Battery  | INFO     | SOC reading: 41.4%
2026-06-16 18:49:00 | Battery  | INFO     | Voltage measured: 398.0V
2026-06-16 18:49:45 | BMS      | INFO     | Max cell voltage diff: 0.02V
2026-06-16 18:50:23 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-16 18:51:08 | Battery  | INFO     | Voltage measured: 415.8V
2026-06-16 18:51:49 | Site     | INFO     | Heartbeat OK
2026-06-16 18:52:40 | Thermal  | INFO     | Temperature reading: 28.2°C
2026-06-16 18:53:18 | Inverter | INFO     | AC output: 100.5 kW
2026-06-16 18:53:50 | Battery  | INFO     | Charge current: 44.3A
2026-06-16 18:54:31 | Thermal  | INFO     | Coolant loop flow: 11.09 L/min
2026-06-16 18:55:19 | Battery  | INFO     | SOC reading: 65.8%
2026-06-16 18:55:55 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-16 18:56:30 | Thermal  | INFO     | Coolant loop flow: 10.15 L/min
2026-06-16 18:57:00 | Thermal  | INFO     | Coolant loop flow: 10.64 L/min
2026-06-16 18:57:50 | Battery  | INFO     | SOC reading: 72.0%
2026-06-16 18:58:28 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-16 18:59:17 | Battery  | INFO     | Charge current: 96.5A
2026-06-16 18:59:45 | Battery  | INFO     | Discharge current: 67.6A
2026-06-16 19:00:28 | Inverter | INFO     | AC output: 133.6 kW
2026-06-16 19:01:08 | Battery  | INFO     | Voltage measured: 434.7V
2026-06-16 19:01:59 | Thermal  | INFO     | Coolant loop flow: 8.92 L/min
2026-06-16 19:02:29 | Battery  | INFO     | Charge current: 56.8A
2026-06-16 19:03:16 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-16 19:03:46 | Inverter | INFO     | Grid frequency: 50.00 Hz
2026-06-16 19:04:21 | Thermal  | INFO     | Fan speed: 2467 RPM
2026-06-16 19:04:57 | Battery  | INFO     | Voltage measured: 448.0V
2026-06-16 19:05:48 | Battery  | INFO     | Charge current: 62.5A
2026-06-16 19:06:34 | Battery  | INFO     | Voltage measured: 404.0V
2026-06-16 19:07:26 | Inverter | INFO     | AC output: 122.8 kW
2026-06-16 19:08:10 | Battery  | INFO     | SOC reading: 48.3%
2026-06-16 19:08:59 | Battery  | INFO     | SOC reading: 81.2%
2026-06-16 19:09:41 | Battery  | INFO     | SOC reading: 90.2%
2026-06-16 19:10:29 | Thermal  | INFO     | Coolant loop flow: 7.67 L/min
2026-06-16 19:11:09 | Battery  | INFO     | Charge current: 86.9A
2026-06-16 19:11:50 | Battery  | INFO     | SOC reading: 33.1%
2026-06-16 19:12:26 | Battery  | INFO     | Charge current: 42.5A
2026-06-16 19:13:15 | Thermal  | INFO     | Coolant loop flow: 9.59 L/min
2026-06-16 19:13:57 | Inverter | INFO     | Grid frequency: 49.98 Hz
2026-06-16 19:14:34 | Site     | INFO     | Heartbeat OK
2026-06-16 19:15:24 | Battery  | INFO     | SOC reading: 67.7%
2026-06-16 19:16:15 | Thermal  | INFO     | Temperature reading: 34.7°C
2026-06-16 19:16:47 | Battery  | INFO     | SOC reading: 31.4%
2026-06-16 19:17:30 | Inverter | INFO     | AC output: 77.5 kW
2026-06-16 19:18:09 | Inverter | INFO     | AC output: 166.6 kW
2026-06-16 19:18:45 | Battery  | INFO     | SOC reading: 36.5%
2026-06-16 19:19:31 | Battery  | INFO     | Voltage measured: 432.2V
2026-06-16 19:20:08 | Thermal  | INFO     | Temperature reading: 25.9°C
2026-06-16 19:20:46 | Battery  | INFO     | Voltage measured: 411.7V
2026-06-16 19:21:28 | Battery  | INFO     | SOC reading: 67.8%
2026-06-16 19:21:58 | Battery  | INFO     | Voltage measured: 421.7V
2026-06-16 19:22:35 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-16 19:23:04 | Thermal  | INFO     | Temperature reading: 27.8°C
2026-06-16 19:23:33 | Thermal  | INFO     | Temperature reading: 26.3°C
2026-06-16 19:24:14 | Battery  | INFO     | Discharge current: 64.1A
2026-06-16 19:24:50 | Battery  | INFO     | Charge current: 44.3A
2026-06-16 19:25:36 | Battery  | INFO     | SOC reading: 66.5%
2026-06-16 19:26:26 | Inverter | INFO     | AC output: 50.0 kW
2026-06-16 19:27:00 | Battery  | INFO     | Charge current: 16.3A
2026-06-16 19:27:52 | Battery  | INFO     | Discharge current: 45.0A
2026-06-16 19:28:33 | Battery  | INFO     | Discharge current: 90.2A
2026-06-16 19:29:25 | Thermal  | INFO     | Temperature reading: 22.9°C
2026-06-16 19:30:11 | Battery  | INFO     | Discharge current: 51.1A
2026-06-16 19:30:52 | Battery  | INFO     | Discharge current: 52.2A
2026-06-16 19:31:22 | Battery  | INFO     | Discharge current: 53.7A
2026-06-16 19:32:06 | Thermal  | INFO     | Temperature reading: 21.2°C
2026-06-16 19:32:41 | Thermal  | INFO     | Temperature reading: 28.2°C
2026-06-16 19:33:10 | Thermal  | INFO     | Fan speed: 1502 RPM
2026-06-16 19:33:55 | Battery  | INFO     | Charge current: 44.5A
2026-06-16 19:34:37 | Battery  | INFO     | SOC reading: 37.9%
2026-06-16 19:35:07 | Inverter | INFO     | AC output: 42.4 kW
2026-06-16 19:35:50 | Battery  | INFO     | SOC reading: 76.2%
2026-06-16 19:36:36 | Battery  | INFO     | Discharge current: 83.3A
2026-06-16 19:37:10 | Thermal  | INFO     | Temperature reading: 29.7°C
2026-06-16 19:37:39 | Inverter | INFO     | AC output: 158.2 kW
2026-06-16 19:38:25 | Battery  | INFO     | SOC reading: 51.3%
2026-06-16 19:38:54 | Thermal  | INFO     | Coolant loop flow: 8.08 L/min
2026-06-16 19:39:32 | Battery  | INFO     | Voltage measured: 456.9V
2026-06-16 19:40:05 | Site     | INFO     | Heartbeat OK
2026-06-16 19:40:41 | Inverter | INFO     | AC output: 53.7 kW
2026-06-16 19:41:21 | Battery  | INFO     | Voltage measured: 449.1V
2026-06-16 19:42:06 | Battery  | INFO     | Charge current: 88.8A
2026-06-16 19:42:55 | Battery  | INFO     | SOC reading: 43.9%
2026-06-16 19:43:35 | Thermal  | INFO     | Coolant loop flow: 10.93 L/min
2026-06-16 19:44:11 | Battery  | INFO     | Charge current: 21.7A
2026-06-16 19:44:45 | Inverter | INFO     | AC output: 99.1 kW
2026-06-16 19:45:27 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-16 19:45:59 | Battery  | INFO     | Charge current: 81.3A
2026-06-16 19:46:33 | Battery  | INFO     | Discharge current: 72.9A
2026-06-16 19:47:22 | Battery  | INFO     | SOC reading: 44.6%
2026-06-16 19:48:07 | Battery  | INFO     | SOC reading: 90.5%
2026-06-16 19:48:45 | Battery  | INFO     | SOC reading: 37.8%
2026-06-16 19:49:27 | Battery  | INFO     | Voltage measured: 439.8V
2026-06-16 19:50:13 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-16 19:51:04 | Battery  | INFO     | Discharge current: 88.1A
2026-06-16 19:51:33 | Battery  | INFO     | Voltage measured: 449.1V
2026-06-16 19:52:04 | Battery  | INFO     | SOC reading: 84.1%
2026-06-16 19:52:34 | Thermal  | INFO     | Coolant loop flow: 9.49 L/min
2026-06-16 19:53:02 | Thermal  | INFO     | Fan speed: 2049 RPM
2026-06-16 19:53:53 | Thermal  | INFO     | Coolant loop flow: 9.49 L/min
2026-06-16 19:54:42 | Thermal  | INFO     | Temperature reading: 34.5°C
2026-06-16 19:55:16 | Inverter | INFO     | AC output: 65.1 kW
2026-06-16 19:56:08 | Thermal  | INFO     | Fan speed: 1323 RPM
2026-06-16 19:56:52 | Battery  | INFO     | SOC reading: 28.9%
2026-06-16 19:57:22 | BMS      | INFO     | Max cell voltage diff: 0.03V
2026-06-16 19:58:11 | Thermal  | INFO     | Coolant loop flow: 10.32 L/min
2026-06-16 19:58:53 | Inverter | INFO     | Grid frequency: 49.97 Hz
2026-06-16 19:59:22 | Thermal  | INFO     | Fan speed: 1173 RPM
2026-06-16 19:59:51 | Battery  | INFO     | SOC reading: 54.1%
2026-06-16 20:00:43 | Battery  | INFO     | Voltage measured: 431.7V
2026-06-16 20:01:21 | Thermal  | INFO     | Temperature reading: 33.9°C
2026-06-16 20:01:58 | Thermal  | INFO     | Fan speed: 1564 RPM
2026-06-16 20:02:43 | Thermal  | INFO     | Coolant loop flow: 8.11 L/min
2026-06-16 20:03:32 | Site     | INFO     | Heartbeat OK
2026-06-16 20:04:12 | BMS      | INFO     | Max cell voltage diff: 0.02V
2026-06-16 20:04:44 | Inverter | INFO     | Grid frequency: 49.97 Hz
2026-06-16 20:05:29 | Inverter | INFO     | Grid frequency: 49.97 Hz
2026-06-16 20:06:01 | Thermal  | INFO     | Temperature reading: 28.7°C
2026-06-16 20:06:50 | Battery  | INFO     | Discharge current: 13.5A
2026-06-16 20:07:29 | Battery  | INFO     | SOC reading: 88.5%
2026-06-16 20:08:17 | Thermal  | INFO     | Fan speed: 1977 RPM
2026-06-16 20:08:47 | Battery  | INFO     | Voltage measured: 416.9V
2026-06-16 20:09:39 | Thermal  | INFO     | Temperature reading: 37.0°C
2026-06-16 20:10:09 | Battery  | INFO     | Voltage measured: 412.6V
2026-06-16 20:10:46 | Inverter | INFO     | AC output: 125.4 kW
2026-06-16 20:11:16 | Battery  | INFO     | Voltage measured: 424.6V
2026-06-16 20:12:08 | Thermal  | INFO     | Fan speed: 2631 RPM
2026-06-16 20:12:43 | Inverter | INFO     | AC output: 87.4 kW
2026-06-16 20:13:29 | Inverter | INFO     | AC output: 192.8 kW
2026-06-16 20:14:08 | Battery  | INFO     | Voltage measured: 404.6V
2026-06-16 20:14:45 | Battery  | INFO     | SOC reading: 46.0%
2026-06-16 20:15:27 | Battery  | INFO     | Discharge current: 39.3A
2026-06-16 20:16:06 | Battery  | INFO     | SOC reading: 78.7%
2026-06-16 20:16:43 | Thermal  | INFO     | Coolant loop flow: 10.39 L/min
2026-06-16 20:17:25 | Battery  | INFO     | SOC reading: 61.7%
2026-06-16 20:17:58 | Inverter | INFO     | AC output: 112.9 kW
2026-06-16 20:18:27 | Battery  | INFO     | SOC reading: 63.7%
2026-06-16 20:19:08 | Inverter | INFO     | Grid frequency: 49.96 Hz
