Timestamp,SOC (%),Power (MW),Frequency Regulation Signal (Hz),Operational Mode,Market Price (GBP/MWh)
2024-01-31 10:45:00,29.85,-1.05,49.983,Frequency Regulation,62.45
2024-01-31 11:00:00,30.49,-5.19,50.172,Frequency Regulation,53.06
2024-01-31 11:15:00,30.44,0.45,50.021,Frequency Regulation,56.86
2024-01-31 11:30:00,31.09,-5.17,50.109,Frequency Regulation,33.63
2024-01-31 11:45:00,32.15,-8.54,49.777,Frequency Regulation,35.12
2024-01-31 12:00:00,36.08,-31.4,50.002,Peak Shaving,39.04
2024-01-31 12:15:00,39.78,-29.6,50.084,Peak Shaving,42.49
2024-01-31 12:30:00,43.54,-30.12,49.996,Peak Shaving,47.38
2024-01-31 12:45:00,47.09,-28.42,49.98,Peak Shaving,39.09
2024-01-31 13:00:00,51.78,-37.5,50.064,Peak Shaving,35.63
2024-01-31 13:15:00,56.02,-33.89,49.978,Peak Shaving,35.81
2024-01-31 13:30:00,59.47,-27.59,49.995,Peak Shaving,47.92
2024-01-31 13:45:00,64.38,-39.29,50.013,Peak Shaving,48.96
2024-01-31 14:00:00,68.03,-29.25,49.972,Peak Shaving,52.22
2024-01-31 14:15:00,72.05,-32.14,50.024,Peak Shaving,38.42
2024-01-31 14:30:00,76.21,-33.29,49.988,Peak Shaving,43.51
2024-01-31 14:45:00,80.85,-37.05,50.068,Peak Shaving,47.22
2024-01-31 15:00:00,79.95,7.15,49.89,Frequency Regulation,47.61
2024-01-31 15:15:00,80.75,-6.35,50.009,Frequency Regulation,57.05
2024-01-31 15:30:00,80.51,1.84,49.874,Frequency Regulation,48.7
2024-01-31 15:45:00,79.95,4.49,50.02,Frequency Regulation,62.08
2024-01-31 16:00:00,80.1,-1.2,49.783,Frequency Regulation,47.7
2024-01-31 16:15:00,79.26,6.78,49.927,Frequency Regulation,58.19
2024-01-31 16:30:00,78.61,5.18,50.134,Frequency Regulation,71.36
2024-01-31 16:45:00,79.51,-7.22,50.092,Frequency Regulation,72.08
2024-01-31 17:00:00,79.58,-0.53,49.966,Frequency Regulation,109.59
2024-01-31 17:15:00,79.91,-2.67,50.106,Frequency Regulation,107.62
2024-01-31 17:30:00,80.24,-2.63,50.105,Frequency Regulation,112.33
2024-01-31 17:45:00,79.13,8.87,49.964,Frequency Regulation,106.38
2024-01-31 18:00:00,73.97,41.27,49.994,Energy Arbitrage,117.57
2024-01-31 18:15:00,67.94,48.25,49.986,Energy Arbitrage,118.21
2024-01-31 18:30:00,63.04,39.17,49.996,Energy Arbitrage,127.81
2024-01-31 18:45:00,57.32,45.79,49.992,Energy Arbitrage,135.97
2024-01-31 19:00:00,52.11,41.65,49.996,Energy Arbitrage,116.52
2024-01-31 19:15:00,47.7,35.26,50.082,Energy Arbitrage,93.33
2024-01-31 19:30:00,42.24,43.71,49.99,Energy Arbitrage,103.3
2024-01-31 19:45:00,36.02,49.79,50.018,Energy Arbitrage,58.34
2024-01-31 20:00:00,31.01,40.03,49.93,Energy Arbitrage,102.02
2024-01-31 20:15:00,25.28,45.88,49.971,Energy Arbitrage,70.02
2024-01-31 20:30:00,20.73,36.36,49.989,Energy Arbitrage,95.62
2024-01-31 20:45:00,14.69,48.35,49.98,Energy Arbitrage,54.46
2024-01-31 21:00:00,10.0,37.52,50.045,Energy Arbitrage,57.91
2024-01-31 21:15:00,10.0,0.0,49.964,Energy Arbitrage,47.97
2024-01-31 21:30:00,10.0,0.0,50.022,Energy Arbitrage,53.69
2024-01-31 21:45:00,10.0,0.0,49.985,Energy Arbitrage,35.42
2024-01-31 22:00:00,10.0,0.0,50.26,Frequency Regulation,35.95
2024-01-31 22:15:00,10.36,-2.86,50.228,Frequency Regulation,48.72
2024-01-31 22:30:00,10.3,0.48,50.068,Frequency Regulation,56.34
2024-01-31 22:45:00,11.33,-8.26,49.947,Frequency Regulation,49.45
2024-01-31 23:00:00,11.93,-4.79,50.116,Frequency Regulation,32.4
2024-01-31 23:15:00,11.55,3.04,49.928,Frequency Regulation,37.93
2024-01-31 23:30:00,12.21,-5.32,50.014,Frequency Regulation,51.87
2024-01-31 23:45:00,13.1,-7.12,50.206,Frequency Regulation,25.79
2024-02-01 00:00:00,12.4,5.62,50.145,Frequency Regulation,56.29
2024-02-01 00:15:00,12.49,-0.72,49.94,Frequency Regulation,31.64
2024-02-01 00:30:00,13.31,-6.54,49.826,Frequency Regulation,31.46
2024-02-01 00:45:00,14.08,-6.15,50.111,Frequency Regulation,34.31
2024-02-01 01:00:00,19.55,-43.78,50.045,Energy Arbitrage,47.54
2024-02-01 01:15:00,23.89,-34.71,49.96,Energy Arbitrage,42.06
2024-02-01 01:30:00,28.68,-38.34,49.993,Energy Arbitrage,52.82
2024-02-01 01:45:00,33.74,-40.48,50.013,Energy Arbitrage,42.97
2024-02-01 02:00:00,37.78,-32.3,50.054,Energy Arbitrage,32.64
2024-02-01 02:15:00,41.72,-31.54,49.945,Energy Arbitrage,36.4
2024-02-01 02:30:00,46.16,-35.51,50.027,Energy Arbitrage,43.76
2024-02-01 02:45:00,50.24,-32.65,49.97,Energy Arbitrage,23.26
2024-02-01 03:00:00,54.38,-33.12,50.058,Energy Arbitrage,43.66
2024-02-01 03:15:00,58.85,-35.77,50.002,Energy Arbitrage,49.85
2024-02-01 03:30:00,62.73,-31.03,49.951,Energy Arbitrage,36.57
2024-02-01 03:45:00,66.62,-31.06,50.008,Energy Arbitrage,39.61
2024-02-01 04:00:00,72.04,-43.39,49.915,Energy Arbitrage,54.95
2024-02-01 04:15:00,76.67,-37.05,49.931,Energy Arbitrage,44.56
2024-02-01 04:30:00,81.95,-42.22,49.994,Energy Arbitrage,40.49
2024-02-01 04:45:00,86.33,-35.05,50.025,Energy Arbitrage,31.04
2024-02-01 05:00:00,85.87,3.67,50.171,Frequency Regulation,54.05
2024-02-01 05:15:00,86.81,-7.49,50.007,Frequency Regulation,50.6
2024-02-01 05:30:00,86.03,6.23,49.953,Frequency Regulation,58.32
2024-02-01 05:45:00,86.54,-4.13,50.048,Frequency Regulation,48.58
2024-02-01 06:00:00,85.44,8.85,49.951,Frequency Regulation,80.93
2024-02-01 06:15:00,85.89,-3.62,50.077,Frequency Regulation,99.65
2024-02-01 06:30:00,85.36,4.21,49.939,Frequency Regulation,103.16
2024-02-01 06:45:00,85.85,-3.9,49.941,Frequency Regulation,63.17
2024-02-01 07:00:00,81.98,30.96,50.051,Peak Shaving,76.29
2024-02-01 07:15:00,77.88,32.81,50.032,Peak Shaving,95.73
2024-02-01 07:30:00,73.02,38.91,50.011,Peak Shaving,101.58
2024-02-01 07:45:00,67.35,45.37,50.039,Peak Shaving,76.75
2024-02-01 08:00:00,61.81,44.32,49.958,Peak Shaving,81.79
2024-02-01 08:15:00,56.33,43.82,49.987,Peak Shaving,123.26
2024-02-01 08:30:00,52.07,34.07,50.025,Peak Shaving,83.5
2024-02-01 08:45:00,47.69,35.05,49.962,Peak Shaving,98.01
2024-02-01 09:00:00,42.3,43.11,50.003,Peak Shaving,91.45
2024-02-01 09:15:00,36.75,44.35,50.0,Peak Shaving,98.09
2024-02-01 09:30:00,32.56,33.52,49.99,Peak Shaving,84.54
2024-02-01 09:45:00,28.35,33.75,50.005,Peak Shaving,76.08
2024-02-01 10:00:00,29.35,-8.06,50.279,Frequency Regulation,52.1
2024-02-01 10:15:00,29.07,2.27,49.922,Frequency Regulation,64.75
2024-02-01 10:30:00,28.12,7.63,50.015,Frequency Regulation,81.16
2024-02-01 10:45:00,27.31,6.48,50.123,Frequency Regulation,83.8
2024-02-01 11:00:00,28.42,-8.91,50.129,Frequency Regulation,49.99
2024-02-01 11:15:00,28.77,-2.8,50.037,Frequency Regulation,52.01
2024-02-01 11:30:00,29.75,-7.87,50.045,Frequency Regulation,47.96
2024-02-01 11:45:00,30.57,-6.55,50.038,Frequency Regulation,46.93
2024-02-01 12:00:00,33.98,-27.23,49.955,Peak Shaving,48.45
2024-02-01 12:15:00,37.62,-29.13,49.977,Peak Shaving,45.94
2024-02-01 12:30:00,41.65,-32.27,50.026,Peak Shaving,55.66
2024-02-01 12:45:00,46.39,-37.94,49.971,Peak Shaving,33.41
2024-02-01 13:00:00,50.57,-33.45,49.948,Peak Shaving,51.52
2024-02-01 13:15:00,55.33,-38.08,49.967,Peak Shaving,38.87
2024-02-01 13:30:00,59.16,-30.62,49.999,Peak Shaving,38.86
2024-02-01 13:45:00,62.62,-27.68,49.986,Peak Shaving,46.45
2024-02-01 14:00:00,66.88,-34.04,49.995,Peak Shaving,48.89
2024-02-01 14:15:00,70.69,-30.51,50.03,Peak Shaving,38.02
2024-02-01 14:30:00,75.19,-35.97,49.976,Peak Shaving,51.0
2024-02-01 14:45:00,80.02,-38.69,49.975,Peak Shaving,39.83
2024-02-01 15:00:00,81.04,-8.13,49.967,Frequency Regulation,50.39
2024-02-01 15:15:00,80.21,6.61,49.932,Frequency Regulation,48.37
2024-02-01 15:30:00,80.72,-4.04,50.012,Frequency Regulation,41.27
2024-02-01 15:45:00,81.81,-8.71,49.965,Frequency Regulation,48.66
2024-02-01 16:00:00,81.43,2.99,49.947,Frequency Regulation,40.04
2024-02-01 16:15:00,82.45,-8.14,50.05,Frequency Regulation,44.96
2024-02-01 16:30:00,83.53,-8.6,50.112,Frequency Regulation,78.11
2024-02-01 16:45:00,83.59,-0.53,50.115,Frequency Regulation,104.94
2024-02-01 17:00:00,82.67,7.37,49.937,Frequency Regulation,84.19
2024-02-01 17:15:00,83.35,-5.43,49.949,Frequency Regulation,111.53
2024-02-01 17:30:00,83.61,-2.1,50.081,Frequency Regulation,95.68
2024-02-01 17:45:00,82.71,7.2,49.812,Frequency Regulation,96.74
2024-02-01 18:00:00,77.16,44.38,49.939,Energy Arbitrage,86.03
2024-02-01 18:15:00,72.44,37.78,50.015,Energy Arbitrage,129.18
2024-02-01 18:30:00,66.85,44.71,50.024,Energy Arbitrage,131.63
2024-02-01 18:45:00,61.51,42.73,49.945,Energy Arbitrage,116.74
2024-02-01 19:00:00,56.4,40.86,49.941,Energy Arbitrage,95.06
2024-02-01 19:15:00,50.99,43.3,50.046,Energy Arbitrage,94.55
2024-02-01 19:30:00,45.74,42.02,50.042,Energy Arbitrage,118.01
2024-02-01 19:45:00,39.57,49.34,49.959,Energy Arbitrage,98.43
2024-02-01 20:00:00,34.32,42.02,49.931,Energy Arbitrage,86.19
2024-02-01 20:15:00,29.45,38.96,50.04,Energy Arbitrage,88.91
2024-02-01 20:30:00,25.16,34.34,50.003,Energy Arbitrage,69.91
2024-02-01 20:45:00,20.31,38.8,50.0,Energy Arbitrage,69.89
2024-02-01 21:00:00,15.37,39.46,50.084,Energy Arbitrage,35.06
2024-02-01 21:15:00,10.0,42.99,50.056,Energy Arbitrage,54.15
2024-02-01 21:30:00,10.0,0.0,49.946,Energy Arbitrage,62.94
2024-02-01 21:45:00,10.0,0.0,49.937,Energy Arbitrage,64.92
2024-02-01 22:00:00,10.0,0.0,49.759,Frequency Regulation,54.27
2024-02-01 22:15:00,10.0,0.0,49.957,Frequency Regulation,50.53
2024-02-01 22:30:00,10.0,0.0,49.777,Frequency Regulation,45.38
2024-02-01 22:45:00,10.26,-2.11,49.883,Frequency Regulation,49.94
2024-02-01 23:00:00,11.15,-7.12,49.959,Frequency Regulation,48.09
2024-02-01 23:15:00,10.49,5.3,49.94,Frequency Regulation,46.42
2024-02-01 23:30:00,10.07,3.41,49.863,Frequency Regulation,49.62
2024-02-01 23:45:00,10.3,-1.91,50.127,Frequency Regulation,36.02
2024-02-02 00:00:00,10.44,-1.09,49.903,Frequency Regulation,41.4
2024-02-02 00:15:00,10.0,3.52,49.942,Frequency Regulation,39.74
2024-02-02 00:30:00,10.0,0.0,49.94,Frequency Regulation,29.18
2024-02-02 00:45:00,10.0,0.0,50.251,Frequency Regulation,39.81
2024-02-02 01:00:00,14.11,-32.88,50.019,Energy Arbitrage,37.13
2024-02-02 01:15:00,18.1,-31.92,50.009,Energy Arbitrage,44.95
2024-02-02 01:30:00,22.03,-31.43,50.003,Energy Arbitrage,41.54
2024-02-02 01:45:00,26.32,-34.31,50.022,Energy Arbitrage,39.93
2024-02-02 02:00:00,31.09,-38.13,50.018,Energy Arbitrage,42.61
2024-02-02 02:15:00,35.24,-33.24,50.053,Energy Arbitrage,31.81
2024-02-02 02:30:00,39.74,-36.0,49.967,Energy Arbitrage,36.25
2024-02-02 02:45:00,45.24,-43.97,50.022,Energy Arbitrage,39.79
2024-02-02 03:00:00,50.06,-38.62,50.004,Energy Arbitrage,40.17
2024-02-02 03:15:00,54.21,-33.18,50.008,Energy Arbitrage,43.88
2024-02-02 03:30:00,58.55,-34.69,50.046,Energy Arbitrage,43.52
2024-02-02 03:45:00,62.97,-35.34,50.081,Energy Arbitrage,37.6
2024-02-02 04:00:00,68.26,-42.38,49.954,Energy Arbitrage,53.54
2024-02-02 04:15:00,73.03,-38.12,50.019,Energy Arbitrage,38.62
2024-02-02 04:30:00,77.97,-39.54,50.0,Energy Arbitrage,51.0
2024-02-02 04:45:00,81.94,-31.74,49.944,Energy Arbitrage,55.43
2024-02-02 05:00:00,80.99,7.59,49.999,Frequency Regulation,62.09
2024-02-02 05:15:00,80.91,0.6,50.009,Frequency Regulation,52.27
2024-02-02 05:30:00,80.03,7.04,50.099,Frequency Regulation,59.16
2024-02-02 05:45:00,79.68,2.81,49.908,Frequency Regulation,79.57
2024-02-02 06:00:00,79.08,4.82,49.887,Frequency Regulation,64.89
2024-02-02 06:15:00,78.4,5.45,49.766,Frequency Regulation,43.48
2024-02-02 06:30:00,78.47,-0.59,49.978,Frequency Regulation,86.41
2024-02-02 06:45:00,79.44,-7.69,50.084,Frequency Regulation,96.53
2024-02-02 07:00:00,74.57,38.91,49.959,Peak Shaving,106.08
2024-02-02 07:15:00,69.09,43.89,49.924,Peak Shaving,111.55
2024-02-02 07:30:00,64.39,37.59,50.005,Peak Shaving,108.88
2024-02-02 07:45:00,59.93,35.62,49.926,Peak Shaving,56.73
2024-02-02 08:00:00,55.93,32.01,50.029,Peak Shaving,112.36
2024-02-02 08:15:00,51.68,34.0,49.937,Peak Shaving,102.27
2024-02-02 08:30:00,47.54,33.15,49.951,Peak Shaving,101.45
2024-02-02 08:45:00,42.13,43.28,50.038,Peak Shaving,124.98
2024-02-02 09:00:00,36.45,45.42,49.877,Peak Shaving,82.99
2024-02-02 09:15:00,31.7,38.05,50.001,Peak Shaving,97.19
2024-02-02 09:30:00,27.51,33.46,49.995,Peak Shaving,69.36
2024-02-02 09:45:00,22.78,37.89,50.135,Peak Shaving,73.96
2024-02-02 10:00:00,22.26,4.18,50.094,Frequency Regulation,53.38
2024-02-02 10:15:00,22.69,-3.45,49.8,Frequency Regulation,73.26
2024-02-02 10:30:00,22.15,4.3,50.142,Frequency Regulation,62.26
2024-02-02 10:45:00,23.0,-6.82,50.26,Frequency Regulation,54.85
2024-02-02 11:00:00,23.73,-5.81,50.118,Frequency Regulation,54.54
2024-02-02 11:15:00,24.83,-8.85,50.076,Frequency Regulation,55.52
2024-02-02 11:30:00,25.64,-6.42,49.91,Frequency Regulation,38.86
2024-02-02 11:45:00,25.53,0.86,49.877,Frequency Regulation,44.88
2024-02-02 12:00:00,28.97,-27.52,49.961,Peak Shaving,50.6
2024-02-02 12:15:00,33.77,-38.43,50.025,Peak Shaving,40.18
2024-02-02 12:30:00,37.81,-32.31,50.019,Peak Shaving,41.68
2024-02-02 12:45:00,41.1,-26.31,50.075,Peak Shaving,34.23
2024-02-02 13:00:00,44.54,-27.51,50.043,Peak Shaving,41.44
2024-02-02 13:15:00,49.41,-38.92,49.991,Peak Shaving,24.88
2024-02-02 13:30:00,53.77,-34.93,49.996,Peak Shaving,39.23
2024-02-02 13:45:00,58.11,-34.69,50.05,Peak Shaving,45.63
2024-02-02 14:00:00,61.8,-29.55,49.979,Peak Shaving,49.69
2024-02-02 14:15:00,65.67,-30.95,50.043,Peak Shaving,52.09
2024-02-02 14:30:00,70.1,-35.4,50.058,Peak Shaving,38.77
2024-02-02 14:45:00,74.81,-37.72,49.995,Peak Shaving,42.97
2024-02-02 15:00:00,74.43,3.04,49.794,Frequency Regulation,37.17
2024-02-02 15:15:00,74.78,-2.76,49.92,Frequency Regulation,44.87
2024-02-02 15:30:00,73.85,7.4,49.958,Frequency Regulation,59.62
2024-02-02 15:45:00,72.81,8.36,50.132,Frequency Regulation,55.75
2024-02-02 16:00:00,73.91,-8.83,49.888,Frequency Regulation,53.09
2024-02-02 16:15:00,73.76,1.19,50.039,Frequency Regulation,62.59
2024-02-02 16:30:00,72.79,7.73,49.987,Frequency Regulation,84.73
2024-02-02 16:45:00,71.93,6.94,49.966,Frequency Regulation,89.74
2024-02-02 17:00:00,72.73,-6.41,49.93,Frequency Regulation,86.83
2024-02-02 17:15:00,73.18,-3.57,49.841,Frequency Regulation,70.02
2024-02-02 17:30:00,74.01,-6.71,49.83,Frequency Regulation,106.76
2024-02-02 17:45:00,74.76,-5.94,49.905,Frequency Regulation,104.74
2024-02-02 18:00:00,68.76,47.99,50.003,Energy Arbitrage,108.49
2024-02-02 18:15:00,62.54,49.78,50.032,Energy Arbitrage,175.64
2024-02-02 18:30:00,56.31,49.8,49.957,Energy Arbitrage,139.59
2024-02-02 18:45:00,51.11,41.59,50.013,Energy Arbitrage,136.05
2024-02-02 19:00:00,45.23,47.09,50.065,Energy Arbitrage,130.14
2024-02-02 19:15:00,40.31,39.3,50.006,Energy Arbitrage,102.99
2024-02-02 19:30:00,35.3,40.15,49.885,Energy Arbitrage,137.84
2024-02-02 19:45:00,29.64,45.28,50.009,Energy Arbitrage,131.51
2024-02-02 20:00:00,24.66,39.81,50.015,Energy Arbitrage,107.49
2024-02-02 20:15:00,18.55,48.87,49.996,Energy Arbitrage,100.79
2024-02-02 20:30:00,13.24,42.47,50.023,Energy Arbitrage,63.7
2024-02-02 20:45:00,10.0,25.94,50.027,Energy Arbitrage,78.21
2024-02-02 21:00:00,10.0,0.0,50.085,Energy Arbitrage,71.05
2024-02-02 21:15:00,10.0,0.0,49.933,Energy Arbitrage,53.84
2024-02-02 21:30:00,10.0,0.0,50.031,Energy Arbitrage,51.08
2024-02-02 21:45:00,10.0,0.0,50.025,Energy Arbitrage,47.08
2024-02-02 22:00:00,10.39,-3.09,50.239,Frequency Regulation,61.44
2024-02-02 22:15:00,10.96,-4.62,49.692,Frequency Regulation,33.36
2024-02-02 22:30:00,10.88,0.64,49.926,Frequency Regulation,47.36
2024-02-02 22:45:00,10.47,3.31,50.043,Frequency Regulation,32.43
2024-02-02 23:00:00,10.03,3.5,49.883,Frequency Regulation,41.34
2024-02-02 23:15:00,10.1,-0.54,49.899,Frequency Regulation,46.17
2024-02-02 23:30:00,10.0,0.8,50.017,Frequency Regulation,35.29
2024-02-02 23:45:00,10.0,0.0,50.116,Frequency Regulation,38.96
2024-02-03 00:00:00,10.0,0.0,50.105,Frequency Regulation,31.73
2024-02-03 00:15:00,10.84,-6.73,49.859,Frequency Regulation,23.82
2024-02-03 00:30:00,11.65,-6.44,50.074,Frequency Regulation,32.75
2024-02-03 00:45:00,10.9,5.97,50.127,Frequency Regulation,25.01
2024-02-03 01:00:00,14.98,-32.64,50.074,Energy Arbitrage,36.05
2024-02-03 01:15:00,19.15,-33.33,50.008,Energy Arbitrage,30.07
2024-02-03 01:30:00,23.76,-36.92,49.927,Energy Arbitrage,36.78
2024-02-03 01:45:00,28.03,-34.15,49.984,Energy Arbitrage,35.28
2024-02-03 02:00:00,32.56,-36.26,49.977,Energy Arbitrage,31.72
2024-02-03 02:15:00,36.8,-33.87,50.014,Energy Arbitrage,29.89
2024-02-03 02:30:00,41.14,-34.74,50.062,Energy Arbitrage,32.83
2024-02-03 02:45:00,46.15,-40.1,49.981,Energy Arbitrage,28.66
2024-02-03 03:00:00,51.36,-41.68,49.952,Energy Arbitrage,39.91
2024-02-03 03:15:00,56.68,-42.55,50.005,Energy Arbitrage,31.74
2024-02-03 03:30:00,61.74,-40.45,50.019,Energy Arbitrage,35.65
2024-02-03 03:45:00,66.23,-35.99,50.033,Energy Arbitrage,42.04
2024-02-03 04:00:00,70.18,-31.6,50.018,Energy Arbitrage,43.66
2024-02-03 04:15:00,74.67,-35.86,49.909,Energy Arbitrage,34.09
2024-02-03 04:30:00,79.46,-38.37,49.982,Energy Arbitrage,33.31
2024-02-03 04:45:00,84.26,-38.35,49.993,Energy Arbitrage,47.78
2024-02-03 05:00:00,85.26,-7.99,50.023,Frequency Regulation,63.07
2024-02-03 05:15:00,85.15,0.83,50.05,Frequency Regulation,40.86
2024-02-03 05:30:00,85.09,0.49,50.076,Frequency Regulation,52.05
2024-02-03 05:45:00,85.28,-1.56,49.71,Frequency Regulation,66.89
2024-02-03 06:00:00,86.14,-6.88,50.106,Frequency Regulation,61.09
2024-02-03 06:15:00,86.96,-6.51,49.846,Frequency Regulation,80.31
2024-02-03 06:30:00,86.75,1.68,49.926,Frequency Regulation,82.7
2024-02-03 06:45:00,87.39,-5.17,49.854,Frequency Regulation,59.47
2024-02-03 07:00:00,82.38,40.09,50.05,Peak Shaving,67.74
2024-02-03 07:15:00,78.24,33.14,49.965,Peak Shaving,80.39
2024-02-03 07:30:00,72.54,45.6,49.953,Peak Shaving,77.51
2024-02-03 07:45:00,66.83,45.69,49.966,Peak Shaving,124.51
2024-02-03 08:00:00,62.98,30.84,49.941,Peak Shaving,108.03
2024-02-03 08:15:00,58.88,32.73,49.909,Peak Shaving,95.24
2024-02-03 08:30:00,54.79,32.78,50.069,Peak Shaving,110.11
2024-02-03 08:45:00,50.34,35.59,50.014,Peak Shaving,95.45
2024-02-03 09:00:00,45.67,37.31,50.03,Peak Shaving,75.78
2024-02-03 09:15:00,40.97,37.67,49.989,Peak Shaving,76.63
2024-02-03 09:30:00,37.16,30.45,49.966,Peak Shaving,91.44
2024-02-03 09:45:00,33.1,32.46,49.986,Peak Shaving,58.41
2024-02-03 10:00:00,31.99,8.94,49.801,Frequency Regulation,76.9
2024-02-03 10:15:00,32.35,-2.91,50.002,Frequency Regulation,58.07
2024-02-03 10:30:00,31.42,7.45,50.041,Frequency Regulation,48.92
2024-02-03 10:45:00,32.44,-8.18,50.075,Frequency Regulation,23.57
2024-02-03 11:00:00,31.38,8.49,50.011,Frequency Regulation,41.33
2024-02-03 11:15:00,31.71,-2.64,49.964,Frequency Regulation,45.32
2024-02-03 11:30:00,31.94,-1.81,49.972,Frequency Regulation,49.56
2024-02-03 11:45:00,31.16,6.2,49.914,Frequency Regulation,32.21
2024-02-03 12:00:00,36.01,-38.77,50.035,Peak Shaving,44.06
2024-02-03 12:15:00,39.99,-31.85,50.008,Peak Shaving,41.14
2024-02-03 12:30:00,44.18,-33.58,49.945,Peak Shaving,25.23
2024-02-03 12:45:00,47.76,-28.6,50.063,Peak Shaving,47.56
2024-02-03 13:00:00,51.19,-27.47,49.977,Peak Shaving,35.05
2024-02-03 13:15:00,55.92,-37.85,49.957,Peak Shaving,30.69
2024-02-03 13:30:00,59.32,-27.15,50.009,Peak Shaving,36.48
2024-02-03 13:45:00,62.85,-28.28,50.01,Peak Shaving,30.45
2024-02-03 14:00:00,67.49,-37.07,50.025,Peak Shaving,24.04
2024-02-03 14:15:00,71.19,-29.64,50.027,Peak Shaving,30.18
2024-02-03 14:30:00,75.67,-35.87,49.955,Peak Shaving,33.52
2024-02-03 14:45:00,79.88,-33.66,50.024,Peak Shaving,40.55
2024-02-03 15:00:00,79.11,6.14,50.009,Frequency Regulation,53.58
2024-02-03 15:15:00,79.39,-2.2,50.022,Frequency Regulation,37.89
2024-02-03 15:30:00,79.53,-1.14,50.092,Frequency Regulation,39.73
2024-02-03 15:45:00,80.49,-7.62,50.033,Frequency Regulation,49.46
2024-02-03 16:00:00,80.67,-1.51,50.062,Frequency Regulation,55.81
2024-02-03 16:15:00,80.49,1.46,50.053,Frequency Regulation,60.51
2024-02-03 16:30:00,80.03,3.7,49.961,Frequency Regulation,54.34
2024-02-03 16:45:00,79.21,6.53,49.983,Frequency Regulation,60.53
2024-02-03 17:00:00,79.22,-0.03,49.972,Frequency Regulation,68.37
2024-02-03 17:15:00,78.35,6.97,50.03,Frequency Regulation,93.32
2024-02-03 17:30:00,79.4,-8.42,50.089,Frequency Regulation,72.71
2024-02-03 17:45:00,78.48,7.38,50.088,Frequency Regulation,60.7
2024-02-03 18:00:00,72.27,49.64,50.036,Energy Arbitrage,47.33
2024-02-03 18:15:00,67.53,37.96,50.06,Energy Arbitrage,123.26
2024-02-03 18:30:00,62.83,37.55,49.965,Energy Arbitrage,82.92
2024-02-03 18:45:00,56.84,47.91,50.138,Energy Arbitrage,115.57
2024-02-03 19:00:00,51.2,45.17,50.048,Energy Arbitrage,68.75
2024-02-03 19:15:00,45.26,47.47,50.065,Energy Arbitrage,70.38
2024-02-03 19:30:00,40.3,39.71,50.094,Energy Arbitrage,68.39
2024-02-03 19:45:00,34.45,46.75,50.103,Energy Arbitrage,87.67
2024-02-03 20:00:00,29.89,36.52,50.06,Energy Arbitrage,78.18
2024-02-03 20:15:00,23.65,49.93,49.976,Energy Arbitrage,69.56
2024-02-03 20:30:00,17.58,48.58,49.973,Energy Arbitrage,71.54
2024-02-03 20:45:00,11.51,48.51,50.02,Energy Arbitrage,43.59
2024-02-03 21:00:00,10.0,12.09,50.001,Energy Arbitrage,53.03
2024-02-03 21:15:00,10.0,0.0,49.98,Energy Arbitrage,33.99
2024-02-03 21:30:00,10.0,0.0,50.002,Energy Arbitrage,44.43
2024-02-03 21:45:00,10.0,0.0,50.116,Energy Arbitrage,45.8
2024-02-03 22:00:00,10.13,-1.08,50.076,Frequency Regulation,38.29
2024-02-03 22:15:00,10.24,-0.82,50.083,Frequency Regulation,37.16
2024-02-03 22:30:00,10.41,-1.4,50.159,Frequency Regulation,20.54
2024-02-03 22:45:00,10.0,3.3,50.011,Frequency Regulation,36.9
2024-02-03 23:00:00,10.0,0.0,49.972,Frequency Regulation,26.04
2024-02-03 23:15:00,10.2,-1.6,50.072,Frequency Regulation,32.63
2024-02-03 23:30:00,10.05,1.18,49.928,Frequency Regulation,45.66
2024-02-03 23:45:00,10.15,-0.76,49.897,Frequency Regulation,33.07
2024-02-04 00:00:00,10.0,1.18,50.157,Frequency Regulation,34.63
2024-02-04 00:15:00,10.59,-4.69,49.913,Frequency Regulation,21.89
2024-02-04 00:30:00,10.0,4.69,49.818,Frequency Regulation,34.98
2024-02-04 00:45:00,10.26,-2.09,49.968,Frequency Regulation,27.94
2024-02-04 01:00:00,15.71,-43.63,49.959,Energy Arbitrage,31.77
2024-02-04 01:15:00,20.2,-35.87,49.838,Energy Arbitrage,26.71
2024-02-04 01:30:00,25.65,-43.59,49.994,Energy Arbitrage,22.62
2024-02-04 01:45:00,31.03,-43.1,50.061,Energy Arbitrage,42.61
2024-02-04 02:00:00,34.97,-31.45,50.034,Energy Arbitrage,28.98
2024-02-04 02:15:00,39.37,-35.2,49.953,Energy Arbitrage,30.03
2024-02-04 02:30:00,43.18,-30.54,50.092,Energy Arbitrage,36.49
2024-02-04 02:45:00,47.7,-36.15,49.988,Energy Arbitrage,36.14
2024-02-04 03:00:00,51.57,-30.97,50.018,Energy Arbitrage,33.33
2024-02-04 03:15:00,55.75,-33.43,50.006,Energy Arbitrage,34.84
2024-02-04 03:30:00,61.09,-42.71,50.059,Energy Arbitrage,31.48
2024-02-04 03:45:00,65.56,-35.74,49.993,Energy Arbitrage,22.7
2024-02-04 04:00:00,69.98,-35.35,49.969,Energy Arbitrage,39.0
2024-02-04 04:15:00,74.59,-36.88,50.048,Energy Arbitrage,38.8
2024-02-04 04:30:00,79.05,-35.68,49.991,Energy Arbitrage,51.54
